id,label,dataset,token_len,ppl,AE,APE,APL,CUD,SIB,FL,generated_text,answer,REV,label_num
strategyqa_0,reasoning,strategyqa,70,9.74515008,3.2,0.64,9.6,,4.8,1.6,"The first step in the study of the history of the history of the United States of America, the Unite...",True,0.0,1
strategyqa_1,reasoning,strategyqa,30,9.74515008,3.2,0.64,9.6,,4.8,1.6,"#1.1: The 1984-2017
The 1984-2017
The 1984-2017 is the 20th anniversary of the 1984-2017, the 20",False,0.0,1
strategyqa_2,reasoning,strategyqa,26,9.74515008,3.2,0.64,9.6,,4.8,1.6,"The 19th century, 1880s, 1900s, 19th century, 19th century, 19th century, 19th century, 19th century...",False,0.0,1
strategyqa_3,reasoning,strategyqa,77,9.74515008,3.2,0.64,9.6,,4.8,1.6,# How to use the K-12 education system in the United States is a complex and complex system that has...,True,0.0,1
strategyqa_4,reasoning,strategyqa,62,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a good essay on the 19th century
The 19th century was a time of great change in the w...",True,0.0,1
strategyqa_5,reasoning,strategyqa,45,9.74515008,3.2,0.64,9.6,,4.8,1.6,"#1.1: The Importance of the 1970s
The 1970s was a decade of great change in the world. The 1970s was...",True,0.0,1
strategyqa_6,reasoning,strategyqa,65,9.74515008,3.2,0.64,9.6,,4.8,1.6,"The first step in the 1980s, the first time that the United States was in the forefront of the globa...",False,0.0,1
strategyqa_7,reasoning,strategyqa,65,9.74515008,3.2,0.64,9.6,,4.8,1.6,"#1.1: The 19th Century
The first 19th century was a time of great change in the United States. The C...",False,0.0,1
strategyqa_8,reasoning,strategyqa,68,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a 5 paragraph essay on the importance of the 5 paragraph essay
The 5-paragraph essay ...",False,0.0,1
strategyqa_9,reasoning,strategyqa,66,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a 100% accurate and concise summary of the book of Job.
The book of Job is a book of ...",False,0.0,1
wiki_0,control,wiki,84,9.74515008,3.2,0.64,9.6,,4.8,1.6,The term “Aristotle’s theory of the human body is a very old one. It is a theory that has been aroun...,,0.0,0
wiki_1,control,wiki,58,9.74515008,3.2,0.64,9.6,,4.8,1.6,# How to write a 3D model of a 3D model of a 3D model of a 3D model of a 3D model of a 3D model of a...,,0.0,0
wiki_2,control,wiki,65,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a function that returns a list of all the numbers in a list of numbers

# How to find...",,0.0,0
wiki_3,control,wiki,54,9.74515008,3.2,0.64,9.6,,4.8,1.6,The following is a list of the most common types of water-based and water-based materials for the co...,,0.0,0
wiki_4,control,wiki,91,9.74515008,3.2,0.64,9.6,,4.8,1.6," 1968). She was the first African American woman to serve on the commission.
Frankie was born in New...",,0.0,0
wiki_5,control,wiki,69,9.74515008,3.2,0.64,9.6,,4.8,1.6,"#1.1: The Importance of the 19th Century
The 19th century was a time of great change in the world. T...",,0.0,0
wiki_6,control,wiki,62,9.74515008,3.2,0.64,9.6,,4.8,1.6,")
 Donkey Kong (Game & Watch) (2003)
 Donkey Kong (2004)
 Donkey Kong (2005)
 Donkey Kong (2006)
 Do...",,0.0,0
wiki_7,control,wiki,52,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a 100% accurate and concise summary of the book of Job 1:1-10
1. The Book of Job
1. T...",,0.0,0
wiki_8,control,wiki,48,9.74515008,3.2,0.64,9.6,,4.8,1.6,The first step in the development of the 1998-2000 National Science Foundation (NSF) has awarded a g...,,0.0,0
wiki_9,control,wiki,48,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How do you find the area of the region of the circle with centre (1, 1) and radius 2?

$A = \frac{...",,0.0,0
wiki_10,control,wiki,74,9.74515008,3.2,0.64,9.6,,4.8,1.6,The 1000-year-old remains of the ancient city of Pompeii were discovered in 1995 by a team of archae...,,0.0,0
wiki_11,control,wiki,28,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to use the following code to calculate the probability of a number of the following:

$1000000...",,0.0,0
wiki_12,control,wiki,55,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to use the following code to create a new file in Python

# How do I create a file with a file...",,0.0,0
wiki_13,control,wiki,67,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a program to find the area of a circle with a circle with a diameter of 10 cm
In this...",,0.0,0
wiki_14,control,wiki,66,9.74515008,3.2,0.64,9.6,,4.8,1.6,", and Jean-Luc Dreyfus. The film was released on 11 October 1948.
The movie was directed by Maurice ...",,0.0,0
wiki_15,control,wiki,51,9.74515008,3.2,0.64,9.6,,4.8,1.6," Championship

FIFA U-17 World Championship

FIFA U-17 World Championship

FIFA U-17 World Champions...",,0.0,0
wiki_16,control,wiki,67,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How do you find the derivative of f(x) = x^3 + 2x^2 - 2x + 1?

$f \left(x\right) = x^3 + 2x^2 - 2x...",,0.0,0
wiki_17,control,wiki,30,9.74515008,3.2,0.64,9.6,,4.8,1.6,# How to use the following code to create a list of all the most common errors in the Python program...,,0.0,0
wiki_18,control,wiki,65,9.74515008,3.2,0.64,9.6,,4.8,1.6,The first step in the study of the history of the history of the United States of America is the his...,,0.0,0
wiki_19,control,wiki,66,9.74515008,3.2,0.64,9.6,,4.8,1.6,"# How to write a 5 paragraph essay
The following are some tips on how to write a good introduction f...",,0.0,0
