id,label,token_len,ppl,AE,APE,APL,CUD,SIB,FL,generated_text,REV,label_num
gsm8k_32,control,125,1.5567116737365723,0.7430914640426636,0.48097409335387986,0.0,0.3333333333333333,0.950886179239173,0.4453836679458618," Yuri's dice had the following combination: 2, 4, and 5. On Yuko's turn, he rolled 1, 5, and X. How ...",-0.29124903487363724,0
gsm8k_33,control,79,3.35677170753479,0.7621153593063354,0.36348362810439444,0.16666666666666666,0.3333333333333333,0.9903787577692732,0.4658316969871521,"  How much will that require per person?

A:

You can use the following code to calculate the amount...",0.07358481888475668,0
gsm8k_34,control,105,1.8433027267456055,0.7458226680755615,0.42187143202347777,0.16666666666666666,0.3333333333333333,0.935060984004141,0.47550083696842194,"

The best way to get a pair of boots is to buy a pair of boots. The best way to get a pair of boots...",-0.19254638258096912,0
gsm8k_35,control,99,1.6965653896331787,0.7388843297958374,0.4269232472811549,0.16666666666666666,0.3333333333333333,0.9337391049965239,0.45501136779785156,"

The manager is the manager. He is the manager. He is the manager. He is the manager. He is the man...",-0.3627293623426986,0
gsm8k_36,control,99,1.5286073684692383,0.753437876701355,0.396340799538708,0.16666666666666666,0.2222222222222222,0.985438618890054,0.4461760073900223,"

The second day he averages 8 tickets a day. How many does he have to average each day for the rest...",-0.31327584493419797,0
gsm8k_37,control,96,1.4542711973190308,0.7588680386543274,0.4215810864597956,0.16666666666666666,0.3333333333333333,0.9810118425646182,0.457454115152359,  A cube of silver weighs 6 ounces.  A cube of silver weighs 6 ounces.  A cube of silver weighs 6 ou...,0.05356445151303404,0
gsm8k_38,control,85,1.9427673816680908,0.7493303418159485,0.3849502721020466,0.16666666666666666,0.3333333333333333,0.917811837436657,0.4579271972179413,"

The first step is to find out what the birds are doing.  The second step is to find out what the b...",-0.5638732921230081,0
gsm8k_39,control,47,2.1664464473724365,0.7575896978378296,0.38135958544319154,0.0,0.3333333333333333,0.9911299893889801,0.4652571678161621,"

The first box contains a package of 2.5-inch-thick, 2.5-inch-thick, 2.5-inch-thick, 2.5-inch-thick...",-0.00343081208884242,0
strategyqa_fallback_0,control,71,2.0209686756134033,1.0595634294592815,0.3099863596782767,0.16666666666666666,0.3333333333333333,0.964894215667864,0.5100153982639313,"

The best way to get the best of the best is to get the best of the best.

The best way to get the ...",0.20159984702368652,0
strategyqa_fallback_1,control,76,2.165419816970825,1.1211611140858044,0.306223311053657,1.0,0.2222222222222222,0.9697248539531386,0.47868166863918304,"

The train is a train of up and down the road, and it is a train of up and down the road. The train...",0.32909248084201775,0
strategyqa_fallback_2,control,51,1.8115885257720947,1.1354911977594548,0.28322994672754986,0.16666666666666666,0.4444444444444444,0.9801772868954707,0.49161650240421295,"

The price of the item is $80.00.

The price of the item is $80.00.

The price of the item is $80.0...",0.401078354228128,0
strategyqa_fallback_3,control,32,1.8771512508392334,1.3735027313232422,0.2910915796622677,0.6666666666666666,0.3333333333333333,0.9824184188034012,0.4697190821170807,"

A:

You can use the following code to get the x+3=11 and y=2x:
x+3=11 and y=2x:
x+3=11 and y=2x:
x...",0.43610410673135047,0
strategyqa_fallback_4,control,73,2.0079586505889893,0.9303839756892278,0.31863019868076653,0.16666666666666666,0.2222222222222222,0.9826769689367989,0.49029287695884705,"

The first two are the same. The first two are the same. The first two are the same. The second are...",-0.08785793814608694,0
control_fallback_0,control,50,1.925319790840149,1.877477499154898,0.22998723005995475,0.6666666666666666,0.2222222222222222,0.9960117283122049,0.4999796003103256,"

The following is a list of the most important pencils of the pencils of the pencils of the pencils...",0.581336378800296,0
control_fallback_1,control,61,1.7392544746398926,2.67386531829834,0.20267372412901924,0.6666666666666666,0.2222222222222222,0.9939993206843146,0.5256809890270233,"

The lake is a lake, and the lake is a lake. The lake is a lake. The lake is a lake. The lake is a ...",0.985696959492104,0
control_fallback_2,control,40,1.925613522529602,2.3026516654274682,0.2148587991681071,0.8333333333333334,0.1111111111111111,0.9962588679190368,0.5191349983215332,"

The following is a list of bread recipes that you can use to make bread.

1.  1.  2.  3.  4.  5.  ...",0.7145922295988916,0
control_fallback_3,control,67,2.1253514289855957,2.281334963711825,0.2055885388434997,0.8333333333333334,0.1111111111111111,0.9966262474944384,0.5171662271022797,"

The following are the main features of the library:

- The library is a library that is a library ...",0.6736917019750549,0
control_fallback_4,control,49,2.3320059776306152,2.597512435913086,0.20023909839713122,0.6666666666666666,0.3333333333333333,0.996560954816352,0.5231045782566071,"

The following are the best-selling books for the most popular books.

The best-selling books for t...",1.208925194957131,0
