id,label,token_len,ppl,AE,APE,APL,CUD,SIB,FL,generated_text,REV,label_num
gsm8k_11,control,91,2.5794293880462646,1.0425333976745605,0.21701183247445732,0.7916666666666666,0.0,0.9605231068895183,0.4544696807861328,"

A:

The total number of women in the company is 90.

This is a very simple example of how to calcu...",-0.08465467457736653,0
gsm8k_12,control,58,2.036015510559082,1.0603368282318115,0.1877433866581202,0.7916666666666666,0.0,0.9788605161255403,0.47146856784820557,"

A:

The answer is:

25 times more

This is because Riku has 25 times more stickers than Kristoff.
...",0.02190772118397945,0
gsm8k_13,control,66,1.8876432180404663,1.039442777633667,0.2181853776435321,0.7916666666666666,0.0,0.9802595119808005,0.4598046541213989,"

A:

The answer is $40,000.

The cattle were purchased for $40,000.

The cattle were purchased for ...",0.10837608313916645,0
gsm8k_14,control,95,1.5500479936599731,1.0400400161743164,0.2543743668335198,0.7916666666666666,0.0,0.9534591881046902,0.4644707441329956,"

A:

The answer is:

The answer is:

The answer is:

The answer is:

The answer is:

The answer is:...",0.04546827605863491,0
gsm8k_15,control,56,1.2996559143066406,1.04068922996521,0.1985163146035439,0.7916666666666666,0.0,0.986052634944459,0.45454299449920654,"

Step 1:

Step 2:

Step 3:

Step 4:

Step 5:

Step 6:

Step 7:

Step 8:

Step 9:

Step 10:

Step 11...",0.05757701110773015,0
gsm8k_16,control,101,1.7950499057769775,1.0665802955627441,0.2404945336729772,0.7916666666666666,0.0,0.9546016049984298,0.4574591666460037,"

**Step 1:** Jess walks the first block to the store, then walks the last block to arrive at work.
...",-0.02215960305893479,0
gsm8k_17,control,73,1.9143028259277344,1.063126802444458,0.22201378947913453,0.7916666666666666,0.0,0.964189236380761,0.468111515045166,"

A:

The answer is

5 blue butterflies = 11

A:

The answer is

5 blue butterflies = 11

A:

The an...",0.024359726589399316,0
gsm8k_18,control,97,1.892156958580017,1.0170687437057495,0.23780920501217728,0.7916666666666666,0.0,0.9767914225139033,0.4633276164531708,"

A:

The cost of the meal is $16.00.  The meal is served at 2 pm.  The meal is served at 3 pm.  The...",0.1671744812011281,0
gsm8k_19,control,99,1.4648734331130981,1.04644775390625,0.2320243739202303,0.7916666666666666,0.0,0.9786003364013856,0.4660680443048477,"

Hunter saw a frog in the pond. How many frogs did Hunter see in the pond? Show steps.

Hunter saw ...",0.176450164655886,0
gsm8k_20,control,150,2.075404167175293,1.0460834503173828,0.2917057839842511,0.7916666666666666,0.0,0.9620541665845742,0.4587794244289398,"

A:

The answer is:

35 minutes

The movie is 35 minutes long.

A:

The answer is:

35 minutes

The...",0.2507930214604775,0
gsm8k_21,control,82,1.7111722230911255,1.0509343147277832,0.22235174158206575,0.7916666666666666,0.0,0.9436742163463331,0.4712332487106323,"

A:

The total number of legs of all animals is 23.

A:

The total number of legs of all animals is...",-0.14023018874585916,0
gsm8k_22,control,52,1.650815725326538,1.2342848601164642,0.1734922332377707,0.7916666666666666,0.0,0.9973793832451633,0.5064718425273895,"

A:

The discount is $16.

The discount is $16.

The discount is $16.

The discount is $16.

The di...",0.2973311798339107,0
gsm8k_23,control,74,2.402047872543335,1.040320873260498,0.20844837819284698,0.7916666666666666,0.0,0.9800721156489592,0.4767526537179947,"

A:

The answer is 3/5ths of the total volume of the mixture.

A:

The answer is 3/5ths of the tota...",0.1323893283204284,0
gsm8k_24,control,77,1.887865662574768,1.0382041931152344,0.24728978226544163,0.7916666666666666,0.0,0.9695558093862312,0.4539676606655121,"

A:

The answer is:

$1,000,000

The answer is:

$1,000,000,000

The answer is:

$1,000,000,000,000...",0.1131160384912761,0
gsm8k_25,control,85,1.5540603399276733,1.0336954593658447,0.21469059735911625,0.7916666666666666,0.0,0.935013359683006,0.45328766107559204,"

Step 1:

Carmela has to give each of her four cousins $2. How much will Carmela have to give each ...",-0.3184903043211647,0
gsm8k_26,control,123,1.9100109338760376,1.0442171096801758,0.26899140145229006,0.7916666666666666,0.0,0.9720262859386133,0.47091469168663025,"

A:

The answer is 8.
The answer is 8 because the number of jalapeno peppers is 8.
The answer is 8 ...",0.2893835453097458,0
gsm8k_27,control,124,1.9613382816314697,1.0456230640411377,0.25916397136229724,0.7916666666666666,0.0,0.9472457987628345,0.45611461997032166,"

**Step 1:** Jack and Jill are on the hill, and they are carrying two buckets of water.

**Step 2:*...",-0.01882155791614894,0
gsm8k_28,control,47,1.9658080339431763,1.0220662355422974,0.19989525946926653,0.7916666666666666,0.0,0.9782987720616724,0.4656528830528259,"

A:

The answer is

$10,000,000.00

The answer is

$10,000,000.00

The answer is

$10,000,000.00

T...",0.035355576207933,0
gsm8k_29,control,111,1.2954052686691284,1.053521752357483,0.24436646859682357,0.7916666666666666,0.0,0.959840166385935,0.4542330801486969,"

A:

The answer is:

It takes John 13 seconds to run 100 meters.  He only goes 4 meters in the firs...",0.022882723779210152,0
gsm8k_30,control,49,2.0026192665100098,1.0867161750793457,0.20635256520765838,0.7916666666666666,0.0,0.9826765516225736,0.4694850742816925,"

A:

The answer is:

9,048 meters

The answer is:

9,048,948 meters

The answer is:

9,048,948,948,...",0.1290457749495627,0
gsm8k_31,control,93,1.4418439865112305,1.051705241203308,0.22627551130570167,0.7916666666666666,0.0,0.9837304470062181,0.4614586681127548,"

A:

The answer is $1200 per month.

John and his two brothers decide to split the cost of an apart...",0.18028048610304293,0
gsm8k_32,control,111,1.6545348167419434,1.0316009521484375,0.26422349220908453,0.7916666666666666,0.0,0.9609060291998762,0.46156448125839233,"

Yuko's turn:

1. He rolls 1, 5, and X.

2. He rolls 1, 5, and 2.

3. He rolls 1, 5, and 3.

4. He ...",0.13608112888582347,0
gsm8k_33,control,72,1.6672937870025635,1.044547438621521,0.19911772035352823,0.7916666666666666,0.0,0.960287254928282,0.45442014932632446,"

A:

The total cost of the ice cream bar is $7.50.

The total cost of the ice cream bar is $7.50.

...",-0.1594450464554318,0
gsm8k_34,control,99,1.3000609874725342,1.0280773639678955,0.22660540118695963,0.7916666666666666,0.0,0.9604235205134813,0.45579206943511963,"

Step 1: Charlotte needs to know how much money to have with her when she goes to the shoe store. H...",-0.044654578028156,0
gsm8k_35,control,97,1.9726043939590454,1.0277717113494873,0.2277048503064999,0.7916666666666666,0.0,0.9251259302751955,0.4642072916030884,"

A:

The total daily salary of all the employees of the grocery store is $5.

This is the total sal...",-0.3091562997785167,0
gsm8k_36,control,69,1.2858054637908936,1.0512388944625854,0.21955577889585742,0.7916666666666666,0.0,0.9759041758488457,0.45631758868694305,"

Step 1:

Step 2:

Step 3:

Step 4:

Step 5:

Step 6:

Step 7:

Step 8:

Step 9:

Step 10:

Step 11...",0.06616851991286504,0
gsm8k_37,control,96,1.6119303703308105,1.0540168285369873,0.22810376489856957,0.7916666666666666,0.0,0.9829306572215831,0.45974424481391907,"

A:

The cube of silver is a cube of silver.  The cube of silver is a cube of silver.  The cube of ...",0.17487156441749654,0
gsm8k_38,control,69,1.6551308631896973,1.0331836938858032,0.20195356615067614,0.7916666666666666,0.0,0.965858349837745,0.4742032289505005,"

A:

The answer is:

There are 40 ducks in a pond.

The answer is:

There are 40 ducks in a pond.

...",-0.026929772775430873,0
gsm8k_39,control,77,2.073861837387085,1.0495117902755737,0.20806564888976958,0.7916666666666666,0.0,0.9805582239888938,0.455901175737381,"

A:

The answer is:

The total number of soaps in the package is 192.

The total number of packages...",0.05697028838931304,0
strategyqa_fallback_0,control,57,1.9047532081604004,1.4661420739215354,0.16466910577198232,0.7916666666666666,0.0,0.998150602993035,0.5164674520492554,"

A:

You can use the following formula:

$A = 7 \times 5 \times 3 \times 1 \times 1 \times 1 \times...",0.3609250184414216,0
strategyqa_fallback_1,control,36,1.7190262079238892,1.567727349021218,0.1663136893051936,0.7916666666666666,0.0,0.9980008866794692,0.5288892686367035,"

A:

The answer is:
$$
\begin{align}
\frac{1}{120} \cdot \frac{1}{5} = \frac{1}{120} \cdot \frac{1}...",0.4380458100029571,0
strategyqa_fallback_2,control,59,1.2102062702178955,1.5845838026566939,0.16292311046973934,0.7916666666666666,0.0,0.9973246198203247,0.5248632729053497,"

A store discounts a $80 item by 25% then adds 10% tax. Final price? Show steps.

A store discounts...",0.406920730222938,0
strategyqa_fallback_3,control,52,1.9391000270843506,1.8424644470214844,0.15352136681554568,0.7916666666666666,0.0,0.9979255934445552,0.5341408252716064,"

A:

You can use the following code to find the value of y:
int y = 0;
int x = 0;
int y = 0;
int x ...",0.47006698307630607,0
strategyqa_fallback_4,control,57,2.6523382663726807,1.2873579171987681,0.1713240489667536,0.7916666666666666,0.0,0.9965996522501138,0.5142702460289001,"

A:

The answer is:

$5,000.00

This is the total amount of money you have in your account.

If you...",0.32430595248488553,0
control_fallback_0,control,62,3.2093470096588135,2.691600506122296,0.12754406994481643,0.7916666666666666,0.0,0.9995330140025893,0.5721618831157684,"

The first thing I did was to go to the library and look at the history of pencils. I found a lot o...",0.723885776951367,0
control_fallback_1,control,63,2.0788211822509766,3.7547676086425783,0.11280603599920527,0.7916666666666666,0.0,0.9995847048764022,0.6044813990592957,"

The following is a list of the most common neutral paragraphs that I have seen in the past.

The f...",1.0388007418523677,0
control_fallback_2,control,66,2.6308279037475586,3.320707841352983,0.12112305933588514,0.7916666666666666,0.0,0.9997057052432433,0.5926490128040314,"

The first time I did this, I was a little nervous. I was nervous because I was nervous about the w...",0.926073050529383,0
control_fallback_3,control,56,1.687549352645874,3.331318595192649,0.12028451133500674,0.7916666666666666,0.0,0.9997680129833091,0.6040314137935638,"

The first thing you need to do is to write a short paragraph about library etiquette.

The first t...",0.9694432004137562,0
control_fallback_4,control,52,1.765455722808838,3.715326690673828,0.11607825346962654,0.7916666666666666,0.0,0.9997851070745446,0.6099080443382263,"

I’m not sure if I’m going to be able to do this. I’m not sure if I’m going to be able to do this. ...",1.0654472986443984,0
